,Unnamed: 0,AccidentType,AccidentType_en,AccidentSeverityCategory,AccidentSeverityCategory_en,AccidentInvolvingPedestrian,AccidentInvolvingBicycle,AccidentInvolvingMotorcycle,RoadType,RoadType_en,AccidentLocation_CHLV95_E,AccidentLocation_CHLV95_N,CantonCode,MunicipalityCode,AccidentYear,AccidentMonth,AccidentMonth_en,AccidentWeekDay_en,AccidentHour
462,462,at3,Accident when turning left or right,as3,Accident with light injuries,False,False,True,rt432,Principal road,2745205,1269556,TG,4436,2011,1,January,Thursday,21.0
463,463,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt432,Principal road,2631608,1170186,BE,581,2011,1,January,Thursday,21.0
464,464,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt439,Other,2558285,1146213,VD,5892,2011,1,January,Friday,5.0
465,465,at6,Accident with head-on collision,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2816658,1170104,GR,3847,2011,1,January,Friday,6.0
466,466,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,False,rt430,Motorway,2565703,1121758,VD,5402,2011,1,January,Friday,6.0
467,467,at7,Accident when parking,as3,Accident with light injuries,False,True,False,rt433,Minor road,2612348,1266974,BS,2701,2011,1,January,Friday,7.0
468,468,at9,Accident involving animal(s),as3,Accident with light injuries,False,False,True,rt432,Principal road,2565383,1180364,FR,2237,2011,1,January,Friday,7.0
469,469,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2664599,1212960,LU,1061,2011,1,January,Friday,8.0
470,470,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt433,Minor road,2501055,1117603,GE,6621,2011,1,January,Friday,9.0
471,471,at3,Accident when turning left or right,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2715704,1097091,TI,5192,2011,1,January,Friday,9.0
472,472,at1,Accident when overtaking or changing lanes,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2720172,1251513,SG,3392,2011,1,January,Friday,11.0
473,473,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,False,rt432,Principal road,2575909,1133817,VD,5411,2011,1,January,Friday,12.0
474,474,at4,Accident when turning-into main road,as3,Accident with light injuries,False,True,False,rt432,Principal road,2697449,1244729,ZH,198,2011,1,January,Friday,13.0
475,475,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,True,False,rt433,Minor road,2723452,1246885,SG,3395,2011,1,January,Friday,13.0
476,476,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,False,rt432,Principal road,2663808,1213852,LU,1024,2011,1,January,Friday,13.0
477,477,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2500459,1117959,GE,6621,2011,1,January,Friday,13.0
478,478,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt432,Principal road,2704309,1114036,TI,5113,2011,1,January,Friday,14.0
479,479,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2616274,1158950,BE,563,2011,1,January,Friday,15.0
480,480,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2626035,1193944,BE,901,2011,1,January,Friday,16.0
481,481,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,True,False,rt433,Minor road,2612591,1266922,BS,2701,2011,1,January,Friday,16.0
482,482,at5,Accident when crossing the lane(s),as3,Accident with light injuries,False,False,False,rt433,Minor road,2761451,1245483,SG,3254,2011,1,January,Friday,16.0
483,483,at6,Accident with head-on collision,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2577182,1188306,FR,2254,2011,1,January,Friday,17.0
484,484,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,False,rt430,Motorway,2633422,1169649,BE,587,2011,1,January,Friday,17.0
485,485,at6,Accident with head-on collision,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2615795,1228125,SO,2532,2011,1,January,Friday,17.0
486,486,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,False,rt432,Principal road,2652943,1248186,AG,4207,2011,1,January,Friday,17.0
487,487,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt433,Minor road,2691821,1286248,SH,2939,2011,1,January,Friday,18.0
488,488,at3,Accident when turning left or right,as3,Accident with light injuries,False,False,False,rt432,Principal road,2611095,1231657,SO,2545,2011,1,January,Friday,18.0
489,489,at6,Accident with head-on collision,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2724397,1241285,SG,3379,2011,1,January,Friday,18.0
490,490,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,True,rt433,Minor road,2501206,1115941,GE,6621,2011,1,January,Friday,18.0
491,491,at1,Accident when overtaking or changing lanes,as3,Accident with light injuries,False,False,True,rt433,Minor road,2501813,1117647,GE,6621,2011,1,January,Friday,18.0
492,492,at3,Accident when turning left or right,as2,Accident with severe injuries,False,True,False,rt432,Principal road,2761749,1243877,SG,3254,2011,1,January,Friday,18.0
493,493,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt432,Principal road,2615813,1194736,BE,608,2011,1,January,Friday,19.0
494,494,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt432,Principal road,2635920,1160980,BE,584,2011,1,January,Friday,20.0
495,495,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2592938,1246062,JU,6711,2011,1,January,Friday,22.0
496,496,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt432,Principal road,2618991,1250519,BL,2893,2011,1,January,Friday,23.0
497,497,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt431,Expressway,2709530,1114530,TI,5131,2011,1,January,Friday,23.0
498,498,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2587483,1221804,BE,371,2011,1,January,Friday,23.0
499,499,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2528739,1167170,VD,5498,2011,1,January,Friday,23.0
500,500,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,True,False,rt432,Principal road,2705293,1231423,SG,3340,2011,1,January,Saturday,0.0
501,501,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2710883,1219005,SZ,1348,2011,1,January,Saturday,0.0
502,502,at5,Accident when crossing the lane(s),as3,Accident with light injuries,False,True,False,rt433,Minor road,2682779,1249037,ZH,261,2011,1,January,Saturday,0.0
503,503,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2581898,1179452,FR,2307,2011,1,January,Saturday,1.0
504,504,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2718680,1227945,SG,3312,2011,1,January,Saturday,3.0
505,505,at4,Accident when turning-into main road,as2,Accident with severe injuries,False,False,True,rt433,Minor road,2683885,1246017,ZH,261,2011,1,January,Saturday,5.0
506,506,at1,Accident when overtaking or changing lanes,as3,Accident with light injuries,False,False,True,rt433,Minor road,2589389,1188242,FR,2296,2011,1,January,Saturday,7.0
507,507,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2503701,1145686,VD,5702,2011,1,January,Saturday,8.0
508,508,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2595872,1124125,VS,6261,2011,1,January,Saturday,9.0
509,509,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2750783,1262736,SG,3217,2011,1,January,Saturday,9.0
510,510,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2543404,1163415,VD,5533,2011,1,January,Saturday,9.0
511,511,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt432,Principal road,2737456,1253392,SG,3443,2011,1,January,Saturday,9.0
512,512,at1,Accident when overtaking or changing lanes,as3,Accident with light injuries,False,False,False,rt430,Motorway,2691403,1187868,UR,1206,2011,1,January,Saturday,9.0
513,513,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt432,Principal road,2757693,1256471,AR,3032,2011,1,January,Saturday,10.0
514,514,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,True,rt432,Principal road,2627016,1223431,BE,332,2011,1,January,Saturday,10.0
515,515,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2545266,1206824,NE,6435,2011,1,January,Saturday,10.0
516,516,at3,Accident when turning left or right,as3,Accident with light injuries,False,False,False,rt433,Minor road,2611396,1269008,BS,2701,2011,1,January,Saturday,11.0
517,517,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt431,Expressway,2705668,1233816,SG,3340,2011,1,January,Saturday,11.0
518,518,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2581829,1189655,FR,2293,2011,1,January,Saturday,11.0
519,519,at2,Accident with rear-end collision,as3,Accident with light injuries,True,False,True,rt433,Minor road,2682311,1248172,ZH,261,2011,1,January,Saturday,12.0
520,520,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt430,Motorway,2760702,1203447,GR,3947,2011,1,January,Saturday,13.0
521,521,at6,Accident with head-on collision,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2717837,1115083,TI,5002,2011,1,January,Saturday,13.0
522,522,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,True,False,rt433,Minor road,2495603,1121715,GE,6630,2011,1,January,Saturday,13.0
523,523,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt432,Principal road,2582062,1230077,BE,713,2011,1,January,Saturday,14.0
524,524,at6,Accident with head-on collision,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2685243,1254285,ZH,66,2011,1,January,Saturday,14.0
525,525,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt430,Motorway,2694614,1228704,ZH,138,2011,1,January,Saturday,15.0
526,526,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2607621,1254305,BL,2793,2011,1,January,Saturday,15.0
527,527,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2709025,1268857,TG,4566,2011,1,January,Saturday,15.0
528,528,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt432,Principal road,2613958,1210784,BE,404,2011,1,January,Saturday,15.0
529,529,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2704577,1231882,SG,3340,2011,1,January,Saturday,16.0
530,530,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt433,Minor road,2670980,1252240,AG,4040,2011,1,January,Saturday,16.0
531,531,at3,Accident when turning left or right,as2,Accident with severe injuries,False,False,True,rt432,Principal road,2727337,1254938,SG,3407,2011,1,January,Saturday,16.0
532,532,at5,Accident when crossing the lane(s),as3,Accident with light injuries,False,False,False,rt433,Minor road,2711287,1226129,SZ,1346,2011,1,January,Saturday,16.0
533,533,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt432,Principal road,2672467,1222354,AG,4231,2011,1,January,Saturday,17.0
534,534,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2634780,1222233,LU,1129,2011,1,January,Saturday,17.0
535,535,at3,Accident when turning left or right,as3,Accident with light injuries,False,False,True,rt432,Principal road,2555767,1146929,VD,5892,2011,1,January,Saturday,18.0
536,536,at3,Accident when turning left or right,as2,Accident with severe injuries,False,False,False,rt433,Minor road,2710449,1261228,TG,4551,2011,1,January,Saturday,18.0
537,537,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2719175,1113171,TI,5017,2011,1,January,Saturday,19.0
538,538,at3,Accident when turning left or right,as2,Accident with severe injuries,False,False,True,rt433,Minor road,2682448,1248072,ZH,261,2011,1,January,Saturday,19.0
539,539,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2527578,1151377,VD,5642,2011,1,January,Saturday,19.0
540,540,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2562957,1129228,VD,5401,2011,1,January,Saturday,20.0
541,541,at7,Accident when parking,as2,Accident with severe injuries,False,False,False,rt433,Minor road,2563347,1101958,VS,6214,2011,1,January,Saturday,20.0
542,542,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,False,rt432,Principal road,2598064,1196555,BE,355,2011,1,January,Saturday,22.0
543,543,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt431,Expressway,2647339,1176908,BE,573,2011,1,January,Saturday,22.0
544,544,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,True,rt433,Minor road,2722584,1078690,TI,5257,2011,1,January,Saturday,22.0
545,545,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt433,Minor road,2740192,1259583,SG,3444,2011,1,January,Saturday,22.0
546,546,at7,Accident when parking,as3,Accident with light injuries,False,True,False,rt433,Minor road,2610246,1267871,BS,2701,2011,1,January,Saturday,23.0
547,547,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2560143,1143804,VD,5886,2011,1,January,Sunday,2.0
548,548,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2667838,1243375,AG,4063,2011,1,January,Sunday,3.0
549,549,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,True,False,rt432,Principal road,2600551,1200374,BE,351,2011,1,January,Sunday,4.0
550,550,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,True,False,rt432,Principal road,2696360,1233250,ZH,158,2011,1,January,Sunday,4.0
551,551,at1,Accident when overtaking or changing lanes,as3,Accident with light injuries,False,False,False,rt432,Principal road,2665533,1212617,LU,1061,2011,1,January,Sunday,5.0
552,552,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt430,Motorway,2573121,1176328,FR,2236,2011,1,January,Sunday,7.0
553,553,at4,Accident when turning-into main road,as3,Accident with light injuries,False,True,False,rt432,Principal road,2686632,1221376,ZG,1709,2011,1,January,Sunday,11.0
554,554,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,False,rt433,Minor road,2722743,1221168,GL,1630,2011,1,January,Sunday,12.0
555,555,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt433,Minor road,2678537,1249394,ZH,261,2011,1,January,Sunday,12.0
556,556,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2611898,1245269,SO,2612,2011,1,January,Sunday,12.0
557,557,at6,Accident with head-on collision,as2,Accident with severe injuries,False,False,True,rt432,Principal road,2738715,1233950,SG,3360,2011,1,January,Sunday,13.0
558,558,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,False,rt432,Principal road,2759901,1261379,SG,3237,2011,1,January,Sunday,14.0
559,559,at4,Accident when turning-into main road,as2,Accident with severe injuries,False,True,False,rt433,Minor road,2609250,1191429,BE,616,2011,1,January,Sunday,14.0
560,560,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2581956,1249356,JU,6810,2011,1,January,Sunday,14.0
561,561,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,True,rt432,Principal road,2741556,1236061,AR,3006,2011,1,January,Sunday,14.0
562,562,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2754740,1247579,AR,3022,2011,1,January,Sunday,14.0
563,563,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2592243,1232077,BE,690,2011,1,January,Sunday,14.0
564,564,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt433,Minor road,2725318,1261444,TG,4791,2011,1,January,Sunday,14.0
565,565,at2,Accident with rear-end collision,as3,Accident with light injuries,False,True,False,rt432,Principal road,2715012,1254349,TG,4726,2011,1,January,Sunday,15.0
566,566,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2666852,1211964,LU,1061,2011,1,January,Sunday,15.0
567,567,at8,Accident involving pedestrian(s),as1,Accident with fatalities,True,False,False,rt432,Principal road,2676553,1236575,ZH,2,2011,1,January,Sunday,15.0
568,568,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2548073,1159360,VD,5806,2011,1,January,Sunday,15.0
569,569,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,False,rt430,Motorway,2581140,1201216,FR,2276,2011,1,January,Sunday,16.0
570,570,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,True,rt432,Principal road,2681624,1267681,ZH,58,2011,1,January,Sunday,16.0
571,571,at6,Accident with head-on collision,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2643559,1216829,LU,1151,2011,1,January,Sunday,16.0
572,572,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2568975,1147277,FR,2121,2011,1,January,Sunday,16.0
573,573,at3,Accident when turning left or right,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2507200,1144310,VD,5702,2011,1,January,Sunday,16.0
574,574,at00,Other,as3,Accident with light injuries,False,False,False,rt433,Minor road,2500836,1117636,GE,6621,2011,1,January,Sunday,16.0
575,575,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,False,rt433,Minor road,2594635,1205195,BE,360,2011,1,January,Sunday,16.0
576,576,at0,Accident with skidding or self-accident,as1,Accident with fatalities,False,False,False,rt432,Principal road,2697653,1250761,ZH,172,2011,1,January,Sunday,17.0
577,577,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt432,Principal road,2657132,1231862,AG,4139,2011,1,January,Sunday,18.0
578,578,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt432,Principal road,2718484,1262283,TG,4716,2011,1,January,Sunday,18.0
579,579,at5,Accident when crossing the lane(s),as3,Accident with light injuries,False,False,False,rt432,Principal road,2537611,1151537,VD,5586,2011,1,January,Sunday,18.0
580,580,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt430,Motorway,2685707,1252594,ZH,69,2011,1,January,Sunday,18.0
581,581,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2528111,1152130,VD,5642,2011,1,January,Sunday,19.0
582,582,at6,Accident with head-on collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2697432,1237164,ZH,157,2011,1,January,Sunday,19.0
583,583,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2612158,1250657,SO,2621,2011,1,January,Sunday,19.0
584,584,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,False,rt433,Minor road,2612872,1254000,BL,2785,2011,1,January,Sunday,20.0
585,585,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2625310,1198705,BE,902,2011,1,January,Sunday,20.0
586,586,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,True,False,rt433,Minor road,2699593,1260159,ZH,230,2011,1,January,Sunday,20.0
587,587,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt430,Motorway,2683223,1254156,ZH,97,2011,1,January,Monday,0.0
588,588,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2583688,1104967,VS,6037,2011,1,January,Monday,3.0
589,589,at9,Accident involving animal(s),as2,Accident with severe injuries,False,False,True,rt433,Minor road,2686797,1248730,ZH,261,2011,1,January,Monday,5.0
590,590,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2600724,1197669,BE,355,2011,1,January,Monday,5.0
591,591,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2710374,1257209,TG,4721,2011,1,January,Monday,5.0
592,592,at6,Accident with head-on collision,as2,Accident with severe injuries,False,False,False,rt433,Minor road,2764868,1248615,SG,3254,2011,1,January,Monday,5.0
593,593,at6,Accident with head-on collision,as2,Accident with severe injuries,False,False,False,rt432,Principal road,2666280,1242916,AG,4240,2011,1,January,Monday,6.0
594,594,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2619870,1194537,BE,605,2011,1,January,Monday,6.0
595,595,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt430,Motorway,2592666,1210941,BE,303,2011,1,January,Monday,6.0
596,596,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,True,rt433,Minor road,2611012,1249253,SO,2616,2011,1,January,Monday,6.0
597,597,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2537651,1171410,VD,5531,2011,1,January,Monday,7.0
598,598,at2,Accident with rear-end collision,as2,Accident with severe injuries,False,False,True,rt432,Principal road,2614634,1229940,SO,2516,2011,1,January,Monday,7.0
599,599,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2722366,1120912,TI,5002,2011,1,January,Monday,7.0
600,600,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt430,Motorway,2614310,1265701,BL,2770,2011,1,January,Monday,7.0
601,601,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,False,rt433,Minor road,2661160,1226529,LU,1030,2011,1,January,Monday,7.0
602,602,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2702693,1107122,TI,5398,2011,1,January,Monday,7.0
603,603,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt432,Principal road,2707514,1173078,GR,3982,2011,1,January,Monday,7.0
604,604,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,False,True,rt432,Principal road,2627364,1170694,BE,571,2011,1,January,Monday,7.0
605,605,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2695355,1259650,ZH,230,2011,1,January,Monday,7.0
606,606,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt430,Motorway,2690161,1252035,ZH,200,2011,1,January,Monday,7.0
607,607,at8,Accident involving pedestrian(s),as3,Accident with light injuries,False,False,False,rt433,Minor road,2535992,1154045,VD,5589,2011,1,January,Monday,7.0
608,608,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2757341,1190267,GR,3901,2011,1,January,Monday,7.0
609,609,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt432,Principal road,2594622,1120144,VS,6266,2011,1,January,Monday,7.0
610,610,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2634167,1233881,AG,4287,2011,1,January,Monday,7.0
611,611,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2551569,1166469,FR,2089,2011,1,January,Monday,7.0
612,612,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2578359,1183865,FR,2196,2011,1,January,Monday,7.0
613,613,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,True,rt433,Minor road,2498840,1116906,GE,6621,2011,1,January,Monday,7.0
614,614,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2549939,1178596,VD,5812,2011,1,January,Monday,7.0
615,615,at8,Accident involving pedestrian(s),as3,Accident with light injuries,False,False,False,rt433,Minor road,2634975,1244600,SO,2581,2011,1,January,Monday,7.0
616,616,at3,Accident when turning left or right,as3,Accident with light injuries,False,False,False,rt433,Minor road,2527365,1153089,VD,5634,2011,1,January,Monday,8.0
617,617,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2538894,1175294,VD,5520,2011,1,January,Monday,8.0
618,618,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2672261,1249080,ZH,243,2011,1,January,Monday,9.0
619,619,at0,Accident with skidding or self-accident,as2,Accident with severe injuries,False,True,False,rt432,Principal road,2667006,1210342,LU,1061,2011,1,January,Monday,9.0
620,620,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2613821,1178399,BE,942,2011,1,January,Monday,10.0
621,621,at4,Accident when turning-into main road,as2,Accident with severe injuries,False,False,True,rt432,Principal road,2586381,1220730,BE,371,2011,1,January,Monday,11.0
622,622,at1,Accident when overtaking or changing lanes,as3,Accident with light injuries,False,False,False,rt432,Principal road,2563388,1163424,FR,2152,2011,1,January,Monday,12.0
623,623,at5,Accident when crossing the lane(s),as3,Accident with light injuries,False,True,False,rt432,Principal road,2577935,1183088,FR,2196,2011,1,January,Monday,12.0
624,624,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt432,Principal road,2566394,1222427,BE,443,2011,1,January,Monday,13.0
625,625,at2,Accident with rear-end collision,as3,Accident with light injuries,False,True,False,rt433,Minor road,2614611,1180249,BE,939,2011,1,January,Monday,13.0
626,626,at4,Accident when turning-into main road,as3,Accident with light injuries,False,True,False,rt432,Principal road,2606906,1228795,SO,2601,2011,1,January,Monday,13.0
627,627,at8,Accident involving pedestrian(s),as2,Accident with severe injuries,True,False,False,rt432,Principal road,2632926,1168323,BE,594,2011,1,January,Monday,13.0
628,628,at3,Accident when turning left or right,as3,Accident with light injuries,False,True,False,rt432,Principal road,2578354,1182856,FR,2196,2011,1,January,Monday,14.0
629,629,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2611693,1265464,BS,2701,2011,1,January,Monday,14.0
630,630,at4,Accident when turning-into main road,as3,Accident with light injuries,False,False,False,rt432,Principal road,2710606,1226220,SZ,1349,2011,1,January,Monday,14.0
631,631,at5,Accident when crossing the lane(s),as3,Accident with light injuries,False,False,False,rt432,Principal road,2694065,1248453,ZH,199,2011,1,January,Monday,15.0
632,632,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt432,Principal road,2589212,1150926,BE,843,2011,1,January,Monday,15.0
633,633,at4,Accident when turning-into main road,as2,Accident with severe injuries,False,False,False,rt433,Minor road,2590743,1208078,BE,312,2011,1,January,Monday,16.0
634,634,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt432,Principal road,2580073,1177414,FR,2220,2011,1,January,Monday,16.0
635,635,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt432,Principal road,2553204,1216855,NE,6421,2011,1,January,Monday,16.0
636,636,at6,Accident with head-on collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2762170,1204129,GR,3955,2011,1,January,Monday,16.0
637,637,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt433,Minor road,2666387,1211332,LU,1061,2011,1,January,Monday,16.0
638,638,at2,Accident with rear-end collision,as2,Accident with severe injuries,False,False,False,rt430,Motorway,2683510,1254063,ZH,261,2011,1,January,Monday,16.0
639,639,at8,Accident involving pedestrian(s),as3,Accident with light injuries,True,False,False,rt432,Principal road,2601228,1197338,BE,355,2011,1,January,Monday,17.0
640,640,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2668513,1219313,LU,1033,2011,1,January,Monday,18.0
641,641,at3,Accident when turning left or right,as3,Accident with light injuries,False,False,False,rt432,Principal road,2560167,1137443,VD,5408,2011,1,January,Monday,18.0
642,642,at0,Accident with skidding or self-accident,as3,Accident with light injuries,False,False,False,rt433,Minor road,2689882,1260566,ZH,65,2011,1,January,Monday,18.0
643,643,at2,Accident with rear-end collision,as3,Accident with light injuries,False,False,False,rt432,Principal road,2665770,1210992,LU,1061,2011,1,January,Monday,18.0
