Geo Point;Geo Shape;Id_Strassentyp/Weg;Strassenname;Strassennetzhierarchie;Strassennetzhierarchien Beschreibung;Gemeinde;Kategorie;Weg
47.58161887426424, 7.592717179750046;"{""coordinates"": [[7.593163291036272, 47.58140365803411], [7.592877850804768, 47.58155436492635], [7.592576068333869, 47.58168972252929], [7.592259749205322, 47.58180892790374]], ""type"": ""LineString""}";971;Hochbergerplatz;QSS;Quartiersammelstrassen;Basel;siedlungsorientierte Strasse;
47.5628338504824, 7.592711246006243;"{""coordinates"": [[7.592460306027799, 47.56318935551386], [7.592517207945681, 47.56310320156655], [7.592752314864758, 47.562747171521465], [7.592791329307497, 47.56269270794805], [7.592836409092202, 47.562640430802475], [7.592887276053339, 47.5625906462322], [7.592910406134656, 47.56257565007476], [7.592942622802929, 47.562569140944284], [7.592970097660374, 47.56256786343284], [7.593004129676864, 47.562568807671866], [7.593021034173025, 47.56257437037851]], ""type"": ""LineString""}";981;Rappoltshof;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.56245824678301, 7.592772577201484;"{""coordinates"": [[7.593021034173025, 47.56257437037851], [7.593004129676864, 47.562568807671866], [7.592908866199355, 47.56252095233274], [7.592798178789706, 47.562474016688654], [7.592645191315318, 47.56239726870875], [7.592526123003118, 47.56233753682501]], ""type"": ""LineString""}";982;Rappoltshof;;;Basel;Wege;Gasse/Treppe/sonst. Weg
47.56270509332002, 7.593481856304331;"{""coordinates"": [[7.593021034173025, 47.56257437037851], [7.593054089220992, 47.56258208816498], [7.593840103919884, 47.56280804548125], [7.593942251209897, 47.56283745376213]], ""type"": ""LineString""}";983;Rappoltshof;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.57112396396716, 7.630052082853935;"{""coordinates"": [[7.629730261821587, 47.57097442070412], [7.629730315076438, 47.570974447597806], [7.629753504201998, 47.57098521995998], [7.630280706838474, 47.571230196079746], [7.630373890464531, 47.57127353617719]], ""type"": ""LineString""}";984;Bäumlihofstrasse;;;Riehen;;
47.57147335409729, 7.630850270656433;"{""coordinates"": [[7.630373890464531, 47.57127353617719], [7.631326650848333, 47.571673172017405]], ""type"": ""LineString""}";985;Bäumlihofstrasse;;;Riehen;;
47.57196962200874, 7.631862380864438;"{""coordinates"": [[7.631326650848333, 47.571673172017405], [7.631537886715799, 47.571767184074666], [7.631696324981675, 47.571843448809794], [7.631846099760468, 47.57192733637062], [7.631986398832313, 47.572018416441665], [7.632087825426107, 47.572094847253446], [7.632180233536324, 47.572176338430125], [7.632263063275275, 47.572262423251836], [7.632335834254268, 47.57235257191002]], ""type"": ""LineString""}";986;Bäumlihofstrasse;;;Riehen;;
47.57136166663017, 7.629249091992653;"{""coordinates"": [[7.629730261821587, 47.57097442070412], [7.629660314038917, 47.57104364306025], [7.629532137809675, 47.57117050253112], [7.629492612711827, 47.57119975187554], [7.629030042184985, 47.57152073876377], [7.62891050408861, 47.571603586237124], [7.628743452394813, 47.571719365139934]], ""type"": ""LineString""}";987;Bäumlihofstrasse;;;Riehen;;
47.57287826041856, 7.632522688493117;"{""coordinates"": [[7.632335834254268, 47.57235257191002], [7.63235780858867, 47.57238349164273], [7.632378601520165, 47.57241479107212], [7.632398199659157, 47.57244644323996], [7.632437556301276, 47.5725172840129], [7.632472358521472, 47.57258921159681], [7.632502512783084, 47.57266209124604], [7.63253078401645, 47.57274340111177], [7.632553582635738, 47.572825484547586], [7.632570894770384, 47.572908188686874], [7.632579680816559, 47.57297065323017], [7.632584746322356, 47.573033303843246], [7.632586090947489, 47.57309605059024], [7.632590426392131, 47.57318086287191], [7.632584807359564, 47.573265637771925], [7.632569258452246, 47.573349844619955], [7.632543884014793, 47.57343295261053]], ""type"": ""LineString""}";988;Bäumlihofstrasse;;;Riehen;;
47.56507727423841, 7.617034593226332;"{""coordinates"": [[7.61670237298559, 47.56491959879776], [7.617269959229066, 47.5651889906569], [7.61736683758724, 47.56523489881953]], ""type"": ""LineString""}";996;Bäumlihofstrasse;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.56557787602648, 7.6180895742558;"{""coordinates"": [[7.61736683758724, 47.56523489881953], [7.617469399214906, 47.565283505280966], [7.618721491868085, 47.565877813930946], [7.618812277229903, 47.565920924261334]], ""type"": ""LineString""}";997;Bäumlihofstrasse;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.56637560587873, 7.61977016897698;"{""coordinates"": [[7.618812277229903, 47.565920924261334], [7.618812330443776, 47.56592094216643], [7.61883536951982, 47.5659318788458], [7.619137819959962, 47.56607548969163], [7.620631221961768, 47.56678427995533], [7.620728079778631, 47.56683024827731]], ""type"": ""LineString""}";998;Bäumlihofstrasse;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.56279966133631, 7.612010120665863;"{""coordinates"": [[7.61079790555657, 47.56236360324159], [7.610821345277695, 47.56237204067768], [7.610883868895593, 47.56239452247038], [7.610924855198206, 47.56240927450844], [7.61104391638116, 47.56245209730961], [7.611301461736287, 47.56254474684088], [7.611613656870494, 47.56265705586327], [7.611653366436228, 47.5626713328717], [7.611895163044385, 47.56275831144754], [7.611915530082096, 47.56276563801105], [7.61262931115919, 47.56302239684257], [7.612650343540104, 47.563029956119216], [7.612892130128948, 47.56311693262242], [7.612923446047223, 47.56312819986256], [7.613050226373512, 47.56317379709645], [7.613121611921069, 47.563199475163714], [7.613222344633922, 47.563235694805435]], ""type"": ""LineString""}";999;Bäumlihofstrasse;HSS;Hauptsammelstrassen;Basel;verkehrsorientierte Strasse;
47.56435161063413, 7.6158349127461635;"{""coordinates"": [[7.615646712099413, 47.56426238252439], [7.615991199846391, 47.56442569693728], [7.616023061958688, 47.56444094672033]], ""type"": ""LineString""}";1002;Bäumlihofstrasse;HSS;Hauptsammelstrassen;Basel;verkehrsorientierte Strasse;
47.56444996121314, 7.616041894425146;"{""coordinates"": [[7.616023061958688, 47.56444094672033], [7.616060726891603, 47.564458975705946]], ""type"": ""LineString""}";1003;Bäumlihofstrasse;HSS;Hauptsammelstrassen;Basel;verkehrsorientierte Strasse;
47.56463796423781, 7.616434723596074;"{""coordinates"": [[7.616060726891603, 47.564458975705946], [7.616808720300545, 47.564816952769654]], ""type"": ""LineString""}";1004;Bäumlihofstrasse;HSS;Hauptsammelstrassen;Basel;verkehrsorientierte Strasse;
47.565663248238266, 7.618587499413101;"{""coordinates"": [[7.618243114423398, 47.565499728575816], [7.618376342891612, 47.56556299164984], [7.618931886326326, 47.565826763849685]], ""type"": ""LineString""}";1007;Bäumlihofstrasse;HSS;Hauptsammelstrassen;Basel;verkehrsorientierte Strasse;
47.5660479085844, 7.619397634112048;"{""coordinates"": [[7.618931886326326, 47.565826763849685], [7.619016988497674, 47.56586716671843], [7.61924369371833, 47.565974973710716], [7.619863464834501, 47.566268878641964]], ""type"": ""LineString""}";1008;Bäumlihofstrasse;HSS;Hauptsammelstrassen;Basel;verkehrsorientierte Strasse;
47.57369094754589, 7.641207744784416;"{""coordinates"": [[7.64066775578653, 47.574341575385056], [7.640705475988423, 47.57431752374088], [7.640753487178662, 47.574287572342804], [7.640846022839971, 47.574222989829906], [7.640930272711657, 47.57415342114918], [7.64100565383843, 47.57407934399747], [7.641158442662562, 47.57388057851241], [7.641286959484765, 47.5736740935123], [7.6413903857423, 47.57346125754374], [7.641468009304589, 47.57324345694276], [7.641519344144271, 47.573022113611344], [7.641533413458625, 47.572905593761725]], ""type"": ""LineString""}";1017;Rainallee;;;Riehen;;
47.569416735937644, 7.640224716433336;"{""coordinates"": [[7.640928782056268, 47.57032160526039], [7.640875881631955, 47.570238829207355], [7.64076316020785, 47.5700739905494], [7.640642382849193, 47.569911791916276], [7.64051368311719, 47.569752394938476], [7.639634173100379, 47.5687064920235], [7.639490085441799, 47.568535131807586]], ""type"": ""LineString""}";1019;Rainallee;;;Riehen;;
47.5826327229961, 7.648561616051292;"{""coordinates"": [[7.648540049663833, 47.582566178252414], [7.648540063097979, 47.5825662142029], [7.648545956820652, 47.58258438876566], [7.648583176599084, 47.58269926967197]], ""type"": ""LineString""}";1025;Gertrud Späth-Wegli;;;Riehen;;
47.530813564549334, 7.599269316777851;"{""coordinates"": [[7.599408966123286, 47.530898350787304], [7.599380231646073, 47.53088595200364], [7.599131923339532, 47.53072456764163]], ""type"": ""LineString""}";1031;Jakobsbergerstrasse;;;Basel;;Waldweg
47.56768419277496, 7.561044754201915;"{""coordinates"": [[7.561362902663989, 47.567493184723936], [7.561318084668083, 47.5675184771259], [7.561274238458014, 47.567544532953384], [7.561231350662134, 47.56757131624672], [7.560851034481821, 47.56780144087663], [7.560727260820847, 47.56787633493867]], ""type"": ""LineString""}";1033;Bollweilerstrasse;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.57559532496464, 7.60171595915128;"{""coordinates"": [[7.600849197442844, 47.575107183122284], [7.600849237396616, 47.57510721004771], [7.600868488445159, 47.575122364577396], [7.600957656972017, 47.575192795810146], [7.601082479463335, 47.57527462623062], [7.601217963115096, 47.57534826639072], [7.601508757843539, 47.57549440330711], [7.601568804490161, 47.57552457409772], [7.602191424894225, 47.57583745530771], [7.602216876462228, 47.57585034349568], [7.60239189638224, 47.5759390091616], [7.602465031230591, 47.575976436974784], [7.602532916168679, 47.57601815311397], [7.602594991935812, 47.576063816615346]], ""type"": ""LineString""}";1034;Freiburgerstrasse;HVS;Hauptverkehrsstrassen;Basel;verkehrsorientierte Strasse;
47.58059669770975, 7.6042474971202045;"{""coordinates"": [[7.603898470979052, 47.57997822314699], [7.604037368718672, 47.580170445480405], [7.604175376071225, 47.58046093363126], [7.604456785724287, 47.58099714923395], [7.604569800411705, 47.581212476420866], [7.604577662805553, 47.5812274576532]], ""type"": ""LineString""}";1038;Freiburgerstrasse;HVS;Hauptverkehrsstrassen;Basel;verkehrsorientierte Strasse;
47.53509997685965, 7.594691332893622;"{""coordinates"": [[7.595241755269066, 47.53581339018754], [7.595199396600081, 47.535761435972056], [7.594833618645111, 47.53531232683415], [7.59467041168188, 47.53510293598003], [7.594518947642055, 47.53488954491192], [7.594379426464335, 47.53467244120933], [7.594244849647422, 47.534451769171106], [7.594210221474156, 47.5343949835637], [7.594185641531299, 47.534354679168196]], ""type"": ""LineString""}";1055;Thiersteinerrain;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.53640678563137, 7.59714338614927;"{""coordinates"": [[7.597209136975859, 47.53654810315237], [7.597181935513885, 47.53639977844927], [7.5970206639655, 47.53630540106714]], ""type"": ""LineString""}";1056;Thiersteinerrain;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.54513685662678, 7.6029279298759285;"{""coordinates"": [[7.602680480914465, 47.545178059779616], [7.602764437589637, 47.54516742777504], [7.602953402391734, 47.5451368073405], [7.603148879516115, 47.54509017747344], [7.603172819392944, 47.54508275077235]], ""type"": ""LineString""}";1057;Grosspeterstrasse;HVS;Hauptverkehrsstrassen;Basel;verkehrsorientierte Strasse;
47.54530872635551, 7.602794958625067;"{""coordinates"": [[7.602680480914465, 47.545178059779616], [7.602909436335668, 47.5454393929314]], ""type"": ""LineString""}";1059;Grosspeterstrasse;HVS;Hauptverkehrsstrassen;Basel;verkehrsorientierte Strasse;
47.54525999179027, 7.59910929194776;"{""coordinates"": [[7.598859237608095, 47.5452887229738], [7.599024918486678, 47.54526655015761], [7.599191997138273, 47.545249852385155], [7.599360088565521, 47.545238684144444]], ""type"": ""LineString""}";1060;Grosspeterstrasse;HVS;Hauptverkehrsstrassen;Basel;verkehrsorientierte Strasse;
47.54520968808169, 7.6010203678409765;"{""coordinates"": [[7.599360088565521, 47.545238684144444], [7.599445063603699, 47.545235149229825], [7.599530149176937, 47.545233035116304], [7.59961527884941, 47.54523233290173], [7.602037170290187, 47.54519291343279], [7.602463587816524, 47.545189148603434], [7.602499715186077, 47.54518823437809], [7.602535827890915, 47.54518687047345], [7.602680480914465, 47.545178059779616]], ""type"": ""LineString""}";1061;Grosspeterstrasse;HVS;Hauptverkehrsstrassen;Basel;verkehrsorientierte Strasse;
47.5483808504918, 7.588316098244768;"{""coordinates"": [[7.587604551217752, 47.54865716178588], [7.587664622935629, 47.548633854105354], [7.587936862443118, 47.548528215719514], [7.589003183871209, 47.548113914224146], [7.589027599484894, 47.54810442128098]], ""type"": ""LineString""}";1062;Centralbahnstrasse;QSS;Quartiersammelstrassen;Basel;siedlungsorientierte Strasse;
47.54734467997049, 7.59098825075703;"{""coordinates"": [[7.5906318783438, 47.54748290340319], [7.591344623170261, 47.54720645653779]], ""type"": ""LineString""}";1063;Centralbahnstrasse;QSS;Quartiersammelstrassen;Basel;siedlungsorientierte Strasse;
47.56162175661474, 7.616205602520724;"{""coordinates"": [[7.61611278679091, 47.56086327861595], [7.616112786940494, 47.560863323584314], [7.616115042243304, 47.56088224294866], [7.616143840319019, 47.56112335683836], [7.616209420014633, 47.56167258460236], [7.616261291465384, 47.56206307593624], [7.616277041846549, 47.56218025810869], [7.616284455590351, 47.56223593593013], [7.616295480588116, 47.562318661357644], [7.61630358948839, 47.5623795814546]], ""type"": ""LineString""}";1065;Rankstrasse;QSS;Quartiersammelstrassen;Basel;siedlungsorientierte Strasse;
47.55198918753257, 7.570374324861033;"{""coordinates"": [[7.57130027233693, 47.55245842927014], [7.569448377385138, 47.551519945795]], ""type"": ""LineString""}";1067;General Guisan-Strasse;QSS;Quartiersammelstrassen;Basel;siedlungsorientierte Strasse;
47.55075775866089, 7.567820192138213;"{""coordinates"": [[7.568163283521424, 47.55090195333516], [7.567979946970789, 47.55084312177698], [7.56748570253192, 47.55059262616941]], ""type"": ""LineString""}";1069;General Guisan-Strasse;QSS;Quartiersammelstrassen;Basel;siedlungsorientierte Strasse;
47.550440010234325, 7.567184581592466;"{""coordinates"": [[7.567250053908354, 47.55047319736697], [7.567141666783916, 47.550418257065104], [7.567119108886053, 47.55040682387214]], ""type"": ""LineString""}";1071;General Guisan-Strasse;QSS;Quartiersammelstrassen;Basel;siedlungsorientierte Strasse;
47.55067762195546, 7.566882838223485;"{""coordinates"": [[7.566700633237023, 47.550988334102136], [7.56686930671022, 47.550638903596806], [7.567119108886053, 47.55040682387214]], ""type"": ""LineString""}";1072;General Guisan-Strasse;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.54924513272164, 7.563835111856192;"{""coordinates"": [[7.564275407758262, 47.54936945154281], [7.564176361647074, 47.54934148864356], [7.56339481685472, 47.549120810710725]], ""type"": ""LineString""}";1075;General Guisan-Strasse;QSS;Quartiersammelstrassen;Basel;siedlungsorientierte Strasse;
47.58051480296043, 7.590258495309014;"{""coordinates"": [[7.589341565910076, 47.580739775162414], [7.589479083242114, 47.58070606000941], [7.591033098249558, 47.58032514554783], [7.591174184277561, 47.58028513714407]], ""type"": ""LineString""}";1113;Giessliweg;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.54520875563638, 7.605840381837513;"{""coordinates"": [[7.603997951741455, 47.54482042988156], [7.604089378153009, 47.54489729574283], [7.604141930179351, 47.54494148843401], [7.604335438498422, 47.54510420745839], [7.604365485737596, 47.54513013872513], [7.604398861085251, 47.54515414057905], [7.604435298210141, 47.54517599754608], [7.604474517663763, 47.545195548133286], [7.604569257466411, 47.545231136458675], [7.604668230288303, 47.5452610256124], [7.604770651589113, 47.54528495588345], [7.605023644926385, 47.545345248715584], [7.605606879675233, 47.54548423117764], [7.605740132643601, 47.54551254131795], [7.605875416375847, 47.54553606370097], [7.60601231891832, 47.54555475394279], [7.606078084370226, 47.54556325745], [7.606144674860335, 47.54556799134203], [7.606211612010496, 47.5455689023431], [7.606751318708137, 47.54554200654093], [7.606773498506406, 47.54554098520407], [7.606795461580168, 47.545538633097344], [7.606817022048273, 47.54553497747072], [7.606838020567743, 47.54553003654207], [7.606858297909124, 47.5455238645043], [7.606877681474987, 47.54551648858851], [7.606896025376266, 47.545507980956174], [7.606913183695836, 47.54549840477496], [7.606929010573631, 47.54548784120016], [7.606945280991665, 47.54547471375646], [7.606959502476925, 47.54546053700046], [7.606974980448704, 47.545440431529016], [7.606983621602869, 47.545425822141546], [7.606993094976917, 47.54540553647851], [7.606999883617221, 47.54538476903233], [7.60700407787081, 47.545362683251824], [7.607005242999605, 47.545340421975105], [7.607003366376665, 47.54531819207739], [7.606998475110959, 47.54529616440108], [7.606990609707859, 47.545274545744036], [7.606642096612314, 47.5444591426989], [7.60658600929026, 47.544330369752885], [7.606558326900397, 47.5442667876898], [7.606536049993148, 47.5442156452141]], ""type"": ""LineString""}";1115;Singerstrasse;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
