Geo Point;Geo Shape;Id_Strassentyp/Weg;Strassenname;Strassennetzhierarchie;Strassennetzhierarchien Beschreibung;Gemeinde;Kategorie;Weg
47.57421646218614, 7.608816633912208;"{""coordinates"": [[7.608529940543661, 47.57423905920268], [7.60858160257591, 47.57423973033321], [7.608633260912806, 47.57423924126121], [7.60868487570852, 47.57423760103847], [7.608782826157955, 47.57422926479093], [7.608879457017107, 47.57421557015444], [7.608974130636499, 47.57419661699496], [7.609099218575386, 47.57416287861759]], ""type"": ""LineString""}";600451;-;;;Basel;Wege;Weg in Parkanlage/Promenade
47.576779691708694, 7.606786418037242;"{""coordinates"": [[7.606935823577092, 47.57691146049348], [7.606894396710197, 47.57688664382372], [7.606856179674495, 47.57685971798574], [7.606821292400664, 47.57683078173983], [7.606789988068319, 47.57680004157819], [7.606762453343594, 47.576767686101334], [7.606738874976069, 47.57673393089065], [7.606711047663559, 47.57669727684733], [7.60668630080774, 47.5766596380438], [7.606664701198123, 47.57662112230987]], ""type"": ""LineString""}";2181;-;;;Basel;Wege;Waldweg
47.56930489884792, 7.569764631554862;"{""coordinates"": [[7.569628974404466, 47.56932856386681], [7.56965663655351, 47.56933156368528], [7.569693767143835, 47.56933180978847], [7.56973044825112, 47.56932759551491], [7.569756985606902, 47.569321710808154], [7.569781948437837, 47.56931321969495], [7.569805245350353, 47.56930278781205], [7.569825998553233, 47.56929012834927], [7.569849632152031, 47.56927069339582], [7.569866870879753, 47.56925013242426], [7.569877681279801, 47.56923105364505]], ""type"": ""LineString""}";2184;-;HVS;Hauptverkehrsstrassen;Basel;verkehrsorientierte Strasse;
47.587008987386426, 7.652097614581075;"{""coordinates"": [[7.65225422324985, 47.58717833035285], [7.652236908240757, 47.587173361657314], [7.652216923124352, 47.587165555864715], [7.652196583692517, 47.58715558324877], [7.652178523446955, 47.5871437807369], [7.652162545038864, 47.58713066133026], [7.65214945912367, 47.58711616058723], [7.652138868803038, 47.58710075590022], [7.651986817400177, 47.586818975783395], [7.65198159661093, 47.58679995478424]], ""type"": ""LineString""}";2192;-;;;Riehen;;
47.56048940782913, 7.64712614722925;"{""coordinates"": [[7.648300999144849, 47.559945280713954], [7.648278679468719, 47.55994923320788], [7.648258716145321, 47.55995435063831], [7.64696726266412, 47.5604108269167], [7.646592664604775, 47.5606599399877], [7.646578913486773, 47.56067381491656], [7.646569726480055, 47.56068599086535], [7.646562481680337, 47.560698756929305], [7.646557258214242, 47.56071196007395], [7.646554108739969, 47.560725474293044], [7.646553085740488, 47.5607391286121], [7.646554175369236, 47.56075277915614], [7.646557377066631, 47.56076628202623], [7.646562663628902, 47.56077947538367], [7.646569954809439, 47.56079222446553], [7.646579196900277, 47.56080438546762], [7.646590269793314, 47.56081582369813], [7.646658044828818, 47.560859484056955], [7.64667149280406, 47.56087347225427], [7.646680230216413, 47.560889087744734], [7.646685068427771, 47.56090995355401], [7.646682752892462, 47.56092946510607], [7.646678146954001, 47.56094428602324], [7.646671480085168, 47.56095874188175], [7.646662818228238, 47.56097270665098], [7.64665222732574, 47.56098605430041], [7.646639839755668, 47.56099865868048], [7.646625708244358, 47.56101041177161], [7.646610031675911, 47.56102120529288], [7.646592876099545, 47.56103094019451], [7.646574467079522, 47.56103953512922], [7.646554910562037, 47.561046899969675], [7.646534418965386, 47.561052989367184], [7.646513177993793, 47.56105772204583], [7.646487136781368, 47.56106153694056], [7.646171240155673, 47.56109700547404]], ""type"": ""LineString""}";2196;-;;;Riehen;;
47.54007451051173, 7.609580469011281;"{""coordinates"": [[7.609458223750968, 47.53986953710151], [7.609702714271593, 47.54027948392195]], ""type"": ""LineString""}";2197;-;;;Basel;Wege;Gasse/Treppe/sonst. Weg
47.553547298342764, 7.5902894719396645;"{""coordinates"": [[7.590285606168647, 47.553535683455344], [7.590293337710683, 47.55355891323018]], ""type"": ""LineString""}";2206;-;;;Basel;Wege;Gasse/Treppe/sonst. Weg
47.55635594540299, 7.613496084010339;"{""coordinates"": [[7.613170635344304, 47.55671386172665], [7.613188089650142, 47.55667215857574], [7.613211790004512, 47.55663095870134], [7.613241169070643, 47.556591477105165], [7.613275962267913, 47.556554064935625], [7.613315865131338, 47.556519064406665], [7.613330651683319, 47.55650665784523], [7.613343668315302, 47.55649337255062], [7.613354809152888, 47.55647933459465], [7.613363981549075, 47.55646465204172], [7.613373668560625, 47.55644483328995], [7.613386125453435, 47.556426971016144], [7.613402786131285, 47.55641076627407], [7.613423173684166, 47.55639664248353], [7.613446744745129, 47.556385014170424], [7.613469857360575, 47.55637539214491], [7.613490000790066, 47.55636381393757], [7.613503027691752, 47.556353685411885], [7.61351367246592, 47.556342355300735], [7.613522215472698, 47.55633023689583], [7.613527992625645, 47.556317394151144], [7.61355810232708, 47.55624153168904], [7.613581659543168, 47.55621355274672], [7.613609035168134, 47.55618721391662], [7.613647158536399, 47.55616071502774], [7.613676791579343, 47.556154284932326], [7.613707605335033, 47.5561513786009], [7.613738696608705, 47.55615206934058], [7.613769994727077, 47.55615506215872], [7.61379065092501, 47.55615403278572], [7.613810433179961, 47.55614984792039], [7.613831808785397, 47.556141325671014], [7.61384680334656, 47.55613164383242], [7.613858137536871, 47.55611990793288], [7.613869309777508, 47.55610336062395], [7.613869137871237, 47.556087423972166], [7.613869137753102, 47.55608738799737]], ""type"": ""LineString""}";2296;-;;;Basel;Wege;Weg in Parkanlage/Promenade
47.54725825303466, 7.598664231666944;"{""coordinates"": [[7.598689721276549, 47.54720448507512], [7.598689708127728, 47.54720453006202], [7.598681523941812, 47.54722177336351], [7.598638742013915, 47.547312021623966]], ""type"": ""LineString""}";2301;-;;;Basel;Wege;Weg in Parkanlage/Promenade
47.54903999391317, 7.5589603408608586;"{""coordinates"": [[7.559380005269447, 47.54897191479926], [7.55854067645227, 47.54910807302707]], ""type"": ""LineString""}";2319;-;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.54587010715173, 7.596255279564037;"{""coordinates"": [[7.59613221544057, 47.545707810186705], [7.596378343687504, 47.546032404116744]], ""type"": ""LineString""}";2329;-;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.54929913680134, 7.590970162503902;"{""coordinates"": [[7.59087556508542, 47.54935543709205], [7.590875618145084, 47.54935541004145], [7.590896675440663, 47.54934673952805], [7.590959203285455, 47.54931383958782], [7.590977095875636, 47.549304102939146], [7.590997695850675, 47.549288804605204], [7.591010371838468, 47.549275846012556], [7.591030877710684, 47.549250852524054], [7.591040819095721, 47.54923392226288], [7.591045712497172, 47.5492216483763]], ""type"": ""LineString""}";2337;-;;;Basel;Wege;Weg in Parkanlage/Promenade
47.57645746660293, 7.683284398197484;"{""coordinates"": [[7.681951981836676, 47.577386105120766], [7.683816303031435, 47.576634922151484], [7.683709711421405, 47.5749573902319]], ""type"": ""LineString""}";2348;-;;;Bettingen;;
47.5732749931633, 7.67965747983614;"{""coordinates"": [[7.679269424975052, 47.57332397940691], [7.679372113349531, 47.5733139997521], [7.679498977711986, 47.5733013257952], [7.679639979909695, 47.573288010834055], [7.679911944796006, 47.57328077366496], [7.679901245136239, 47.573107433179345]], ""type"": ""LineString""}";2350;-;;;Bettingen;;
47.54782533749557, 7.595695435227113;"{""coordinates"": [[7.595465706635004, 47.54765961942156], [7.595464411039796, 47.5476753062908], [7.595468621005336, 47.547688539444884], [7.595485091144546, 47.54771056098908], [7.595508806317279, 47.547729883640095], [7.595575143778865, 47.54776544558001], [7.595626564217171, 47.547796692588975], [7.595674644111473, 47.54783029145005], [7.595690119909142, 47.54784389614134], [7.595705383518366, 47.54785761803551], [7.595720421628861, 47.54787144815684], [7.595739355228322, 47.547881891368036], [7.595767403568316, 47.54789302379686], [7.595797991686033, 47.54790051031845], [7.595830069363682, 47.54790408253488], [7.595854485554836, 47.547904256445165], [7.595878277355662, 47.54790441320549], [7.595902012128245, 47.547903247954594], [7.595925028026607, 47.54790606790678], [7.595950085782819, 47.5478985602564], [7.595971253929907, 47.5478919212548]], ""type"": ""LineString""}";600230;-;;;Basel;Wege;Weg in Parkanlage/Promenade
47.547648952985796, 7.59540622931624;"{""coordinates"": [[7.595465706635004, 47.54765961942156], [7.595439064993231, 47.54766152598427], [7.595412922273133, 47.54765691139021], [7.595349915351362, 47.54762453766285]], ""type"": ""LineString""}";600239;-;;;Basel;Wege;Weg in Parkanlage/Promenade
47.58447484979297, 7.6492389531446365;"{""coordinates"": [[7.648977235079117, 47.58424839111937], [7.649019444286185, 47.58430329308196], [7.649069976373947, 47.5843619123513], [7.649164622143112, 47.58444595783977], [7.649213854237733, 47.58448500919298], [7.649268178196722, 47.5845208405751], [7.649327140851642, 47.584553147014965], [7.649390222707336, 47.58458165963634], [7.649414033711622, 47.584592543818665], [7.649439141705929, 47.584601977668264], [7.649465386853242, 47.58460988053084], [7.649492556251056, 47.58461619882935], [7.649520437032089, 47.584620887980485], [7.649548816328723, 47.58462390340116]], ""type"": ""LineString""}";2408;-;;;Riehen;;
47.57694160407216, 7.62608835968513;"{""coordinates"": [[7.625934650064726, 47.576997211835], [7.625988777290738, 47.576979937850325], [7.626042410247419, 47.57696196312883], [7.626095549028014, 47.57694331465201], [7.626129618862263, 47.57692953545215], [7.626162354673206, 47.57691436437036], [7.626193650289386, 47.57689784654722], [7.626208081597671, 47.57688948616457], [7.626222139771976, 47.57688084757709], [7.626235798230219, 47.576871930827856]], ""type"": ""LineString""}";2415;-;;;Basel;Wege;Waldweg
47.56666979244861, 7.64021793410412;"{""coordinates"": [[7.639575095371636, 47.56669470982576], [7.639601695148118, 47.5666936745918], [7.640860773002418, 47.566644879340906]], ""type"": ""LineString""}";2422;-;;;Riehen;;
47.55224180862494, 7.575357933316844;"{""coordinates"": [[7.574867639851234, 47.552279784468915], [7.574894291205236, 47.552264859691356], [7.574922753414538, 47.552251551665606], [7.574952814197709, 47.552239968563335], [7.574984247897447, 47.55223018259723], [7.575016802333241, 47.55222228399849], [7.575050251780162, 47.55221631799897], [7.575084343966943, 47.552212338855504], [7.575173362615429, 47.55220577715997], [7.575262899354566, 47.55220441317395], [7.575352263466873, 47.552208274687295], [7.575440817190185, 47.5522173174799], [7.575527882883625, 47.55223148838643], [7.575578206510097, 47.552242014942586], [7.575626930363157, 47.55225553827334], [7.575673668934757, 47.55227195990258], [7.575718063192917, 47.552291145348406], [7.575763375778615, 47.55231096825315], [7.575799523263729, 47.55233653992979], [7.575819557886146, 47.55235243529298], [7.575833628718471, 47.552363597965275], [7.575833655357533, 47.55236362491516]], ""type"": ""LineString""}";2427;-;;;Basel;Wege;Weg in Parkanlage/Promenade
47.573120211136114, 7.680458759593451;"{""coordinates"": [[7.680472230217748, 47.57312482837871], [7.680445288969154, 47.573115593893526]], ""type"": ""LineString""}";2431;-;;;Bettingen;;
47.588384743745124, 7.652295504273859;"{""coordinates"": [[7.652885702458359, 47.58821692559071], [7.652867172936094, 47.58822740131916], [7.652795452240206, 47.58826382266083], [7.652731031612093, 47.58829406988261], [7.652665075864014, 47.58832276398969], [7.652629917315107, 47.58834031227952], [7.652597253079218, 47.58835994249998], [7.652567361676959, 47.588381492255564], [7.652540468418654, 47.58840479025513], [7.652516825131548, 47.588429647171395], [7.652493664726643, 47.58845889209512], [7.65248046980067, 47.58847032927365], [7.652462313350202, 47.588481056072865], [7.65242912511431, 47.58849271883616], [7.652405716636247, 47.588496602113445], [7.652384289614034, 47.588497333971226], [7.6523629988304, 47.58849557433477], [7.652273323733978, 47.588487212970925], [7.652190291145404, 47.588474405483936], [7.652109338638565, 47.588456503718874], [7.65203115816616, 47.58843366829717], [7.651956388609779, 47.58840608692011], [7.651885682284752, 47.58837398324043], [7.651860912683642, 47.58835997154383], [7.651838038506493, 47.588344553361445], [7.651817233077704, 47.58832785428801], [7.651798643097236, 47.5883099909734], [7.651782415408309, 47.58829111604183], [7.651768670121832, 47.58827134619166], [7.651757514270157, 47.58825085210718], [7.6517485287981, 47.58822789878233], [7.651743292431371, 47.58820832020456], [7.651743292251503, 47.588208275236674]], ""type"": ""LineString""}";2434;-;;;Riehen;;
47.57356214604293, 7.653689023891664;"{""coordinates"": [[7.653818431431105, 47.57358996511216], [7.65379917380712, 47.57358008966723], [7.653781841631614, 47.57357309763578], [7.653763082108752, 47.57356808685359], [7.653743360937634, 47.573565191364644], [7.653658589281784, 47.57356363923075], [7.653635071590186, 47.573561856962975], [7.653612735866603, 47.57355656496535], [7.653585898470772, 47.57353572218402], [7.653561311638836, 47.573539059289345]], ""type"": ""LineString""}";2455;-;;;Riehen;;
47.56575749168428, 7.644452024860546;"{""coordinates"": [[7.644416737070111, 47.56573367136451], [7.644465260838766, 47.565777079177266], [7.644480249123512, 47.5657458624497]], ""type"": ""LineString""}";2456;-;;;Riehen;;
47.564172790846335, 7.6025472556087434;"{""coordinates"": [[7.602405952395491, 47.5642269968817], [7.602688558821993, 47.56411858481097]], ""type"": ""LineString""}";2491;-;;;Basel;Wege;Weg in Parkanlage/Promenade
47.54771289977757, 7.57950262173671;"{""coordinates"": [[7.57971908396707, 47.54796403831248], [7.579672844881011, 47.54793961324305], [7.579648195582539, 47.54792659311318], [7.579570332898704, 47.547858775378586], [7.579560342613102, 47.54783829966848], [7.579553180400781, 47.54781729890104], [7.579548913080504, 47.54779592588991], [7.579547581045541, 47.54777438744307], [7.579549184742888, 47.547752854441555], [7.579537749460627, 47.54772340470195], [7.579522968516811, 47.54769465152355], [7.579504908785322, 47.54766676570583], [7.579483677014238, 47.547639926993476], [7.579443035058245, 47.547596958926036], [7.579397497596265, 47.547556317144924], [7.579347317662934, 47.54751824417062], [7.579288598788398, 47.547481089845924], [7.57926711393128, 47.54747410962326]], ""type"": ""LineString""}";2495;-;;;Basel;Wege;Weg in Parkanlage/Promenade
47.58395081715861, 7.67551190015832;"{""coordinates"": [[7.674026616996585, 47.584124630200485], [7.675282496606701, 47.584074470066525], [7.675336835451822, 47.58405892639278], [7.675402518932602, 47.584038709880325], [7.675467305987475, 47.584017200066796], [7.675531116856098, 47.58399439711613], [7.675593911816807, 47.583970337085326], [7.675655624442698, 47.583945029105166], [7.67571622830558, 47.58391850920578], [7.675775630393733, 47.58389078657214], [7.675833804239657, 47.58386188824099], [7.675890696790734, 47.58383184130336], [7.675909367251041, 47.58382154145065], [7.675929305683197, 47.583812399192134], [7.675950352855586, 47.58380447780775], [7.675972362829676, 47.583797840550204], [7.675995149789049, 47.58379255075376], [7.676018527757251, 47.58378863577848], [7.676042324050784, 47.58378612295732], [7.676066366026375, 47.58378504861717], [7.676090440962207, 47.58378540419823], [7.676114376134962, 47.58378720804049], [7.676137985287937, 47.5837904245495], [7.676160257252849, 47.583794848935526], [7.676395652817846, 47.583819955107344], [7.676977320617087, 47.58368307743479]], ""type"": ""LineString""}";2507;-;;;Riehen;;
47.548384090390066, 7.581605270189351;"{""coordinates"": [[7.581858484069127, 47.548334940465004], [7.581858417673782, 47.54833494954034], [7.581839099568948, 47.54833868769533], [7.58170527886132, 47.54835418636592], [7.581646795052389, 47.548361156339666], [7.581589315893305, 47.548371254880095], [7.581533213131319, 47.54838440958291], [7.581512151273451, 47.5483918012869], [7.581492062188347, 47.548400334002366], [7.581473051978165, 47.548409944643566], [7.581455266573063, 47.54842056108208], [7.581438812123899, 47.54843213821964], [7.581423821205466, 47.54844457696313], [7.581415192628908, 47.54845676508092], [7.581405048215393, 47.54846840643515], [7.58139349404344, 47.54847942894547], [7.581375222954383, 47.54848726689465]], ""type"": ""LineString""}";600584;-;;;Basel;Wege;Weg in Parkanlage/Promenade
47.563795536113425, 7.640392417362148;"{""coordinates"": [[7.64027607485227, 47.56400210910537], [7.640276087969988, 47.56400206411403], [7.640277970865612, 47.56398344384423], [7.640360256930137, 47.563722042561395], [7.640605721723371, 47.563711292042875]], ""type"": ""LineString""}";2356;-;;;Riehen;;
47.558937916075905, 7.566525780500259;"{""coordinates"": [[7.566594292353473, 47.55900618562525], [7.566551717639442, 47.558959896646286], [7.56650453809728, 47.558915924083536], [7.566452886748064, 47.55887433074184]], ""type"": ""LineString""}";2362;-;HSS;Hauptsammelstrassen;Basel;verkehrsorientierte Strasse;
47.55894584661978, 7.566871081907021;"{""coordinates"": [[7.566594292353473, 47.55900618562525], [7.566594345478206, 47.55900617657328], [7.566621090540815, 47.55900026534878], [7.566647224738598, 47.558994489694065], [7.567147907754461, 47.55888567293141]], ""type"": ""LineString""}";2363;-;HSS;Hauptsammelstrassen;Basel;verkehrsorientierte Strasse;
47.56348154165195, 7.6026759708694645;"{""coordinates"": [[7.602498990328016, 47.56340763765174], [7.602852951410913, 47.56355544565217]], ""type"": ""LineString""}";2365;-;;;Basel;Wege;Weg in Parkanlage/Promenade
47.54959605821969, 7.590653834057936;"{""coordinates"": [[7.590683551554156, 47.549657428350294], [7.590674340569458, 47.549646342071924], [7.590656981883981, 47.54961035371487], [7.590642496013258, 47.54957089001715], [7.590633056209708, 47.54953073620979]], ""type"": ""LineString""}";2385;-;;;Basel;Wege;Weg in Parkanlage/Promenade
47.54973022221937, 7.590572711568256;"{""coordinates"": [[7.590683551554156, 47.549657428350294], [7.590657356819706, 47.54967207738051], [7.590632187285069, 47.549687543499395], [7.59060810921758, 47.54970377265869], [7.590508455116364, 47.54977545690478], [7.590464507542673, 47.54980707326297]], ""type"": ""LineString""}";2386;-;;;Basel;Wege;Weg in Parkanlage/Promenade
47.57106586478651, 7.625180780943056;"{""coordinates"": [[7.624461452907684, 47.57102958086852], [7.625280536365977, 47.571269850536765], [7.625370061772975, 47.571161512844334], [7.625707358161232, 47.570749914540514], [7.625768401534478, 47.57067542958169]], ""type"": ""LineString""}";2394;-;;;Riehen;;
47.56968761919502, 7.622952460924677;"{""coordinates"": [[7.622194412047762, 47.570376204908875], [7.622272956968649, 47.570261627276125], [7.622376302738558, 47.57015182208438], [7.622515259991076, 47.5700602357648], [7.622533041051516, 47.5700486327961], [7.622553539635894, 47.570031206609464], [7.62256626131384, 47.5700168775416], [7.622610794460998, 47.56998233434552], [7.622659443062879, 47.56995042877584], [7.62271184902269, 47.56992136824857], [7.622767654308567, 47.56989537816736], [7.622814930477642, 47.56987786462031], [7.622863728581501, 47.569862372228435], [7.622913862854401, 47.56984898222711], [7.622942282032149, 47.5698393499669], [7.622969406639822, 47.56982812786406], [7.622995037585723, 47.56981538818434], [7.623018989192351, 47.56980123914706], [7.623041089009901, 47.56978577096335], [7.623061177971748, 47.569769100804315], [7.623079136848532, 47.56975133678417], [7.623094793347828, 47.56973261408229], [7.623108081491719, 47.569713067709664], [7.623287187341075, 47.56945761456642], [7.623296420106004, 47.5694259690791], [7.623276045789757, 47.56941389586537], [7.623261825501203, 47.569394465037114], [7.623259552442337, 47.56937509620873], [7.62326569147659, 47.56935957234061], [7.623431877416359, 47.569115363562446], [7.623473319784742, 47.569048303699056], [7.623569460664419, 47.56891626739648], [7.623580570585327, 47.56890100542521]], ""type"": ""LineString""}";2396;-;;;Riehen;;
47.573091486730455, 7.653879738542836;"{""coordinates"": [[7.654162280218048, 47.57304839386372], [7.653627389857776, 47.57313031759822], [7.653596933528171, 47.57312819738752]], ""type"": ""LineString""}";2397;-;;;Riehen;;
47.572733808816736, 7.617093029247093;"{""coordinates"": [[7.616900021900848, 47.572555326807716], [7.616938526485463, 47.572584182580684], [7.616978304271495, 47.5726122359528], [7.617019328558935, 47.57263945098895], [7.617059855457905, 47.572672908392306], [7.617095194661889, 47.572708954918404], [7.617124972841983, 47.57274723139642], [7.617168425527415, 47.572812998599574], [7.617209727384382, 47.5728793806534], [7.617248904926094, 47.57294635953212]], ""type"": ""LineString""}";2938;-;;;Basel;Wege;Waldweg
47.57533267721975, 7.655810004316636;"{""coordinates"": [[7.655517035346991, 47.57552292011464], [7.655580495283616, 47.57551227021361], [7.655642425555142, 47.57549806162881], [7.655702361343682, 47.57548038516654], [7.655722717628991, 47.5754725946322], [7.655741979237807, 47.57546361896938], [7.65576000026541, 47.57545353040042], [7.655776621480124, 47.575442392178786], [7.655791736996521, 47.57543031242695], [7.65580520094764, 47.57541737236093], [7.65581693403007, 47.5754036800536], [7.655826830359478, 47.575389343627464], [7.65594619860238, 47.575194821068195], [7.655959409192638, 47.575136076583824], [7.655965427361657, 47.57507680590796], [7.655964214802328, 47.57501738684844]], ""type"": ""LineString""}";2940;-;;;Riehen;;
47.56734388345531, 7.593271439069237;"{""coordinates"": [[7.593561772413215, 47.56726946584858], [7.593321040897013, 47.56723948579526], [7.593305406018944, 47.567296562580474], [7.593299382042108, 47.56731346074358], [7.593291270572399, 47.56732995695951], [7.593281151001275, 47.56734593420447], [7.593269062854535, 47.567361275507324], [7.593255112127569, 47.56737587280242], [7.593239404842214, 47.567389627017874], [7.593222033705971, 47.56740243010553], [7.593203118082203, 47.567414200963135], [7.593181021590771, 47.56742429421315], [7.593157671947647, 47.56743300409036], [7.593133268301901, 47.5674402673742], [7.593108009829022, 47.56744602983781], [7.593082082390157, 47.56745022827848], [7.593055698554182, 47.56745284442679], [7.593029084152779, 47.567453851002156], [7.59300102588757, 47.567456451368486], [7.592975974246359, 47.567451025366545]], ""type"": ""LineString""}";1915;-;;;Basel;Wege;Weg in Parkanlage/Promenade
47.57790338337447, 7.6277774299321015;"{""coordinates"": [[7.626824110653295, 47.577510827719806], [7.62685532776092, 47.57752097609664], [7.627465816748409, 47.577695940035206], [7.627498457555203, 47.577706454670476], [7.627521075417171, 47.57771659882635], [7.627541361295751, 47.57772879731859], [7.627564727080967, 47.57774745726277], [7.627757943229214, 47.577912420390064], [7.627770862516913, 47.57792368646921], [7.627785227656775, 47.577934131773944], [7.627800918644518, 47.57794364857472], [7.627817828926337, 47.577952174088374], [7.627835785459776, 47.57795963664606], [7.627854668431056, 47.57796598248], [7.627874331379728, 47.57797113987833], [7.627894588130797, 47.57797508216226], [7.628259258327716, 47.578082008290295], [7.628309229025601, 47.5781067674361], [7.62835578087864, 47.578134419099605], [7.628398540931284, 47.57816473905072], [7.628437162807983, 47.57819750301629], [7.628471353135828, 47.578232441668426], [7.628500845154144, 47.57826929462934], [7.628525411845866, 47.578307765481526], [7.628566269567767, 47.57841217835079], [7.628582902461912, 47.57845469129426], [7.628589957958314, 47.57847270310587], [7.628589971377903, 47.57847273905867]], ""type"": ""LineString""}";1916;-;;;Riehen;;
47.595247280943305, 7.647624890145377;"{""coordinates"": [[7.647576714285433, 47.59498432987664], [7.647576701130969, 47.59498436587473], [7.647569391831311, 47.595002159385224], [7.647565646722684, 47.595016807724846], [7.647563803547381, 47.59503162353027], [7.647563861848477, 47.59504648988531], [7.647565834464636, 47.595061289849816], [7.647569694418306, 47.595075924542314], [7.647575414661342, 47.595090277093924], [7.647673515927588, 47.59525779610497], [7.647681944325639, 47.5952710735472], [7.647687005767733, 47.59528693820383], [7.647687296279048, 47.59530675962665], [7.647680231975148, 47.59532600067535], [7.647669878871206, 47.59534064289316], [7.647657147175262, 47.59535224054205], [7.647644292002307, 47.595362867099944], [7.647632536099382, 47.59537579405049], [7.64762316346385, 47.595389571116144], [7.647616918442111, 47.59540414299984], [7.647612995015148, 47.59542417883858], [7.647614417042203, 47.5954443579745], [7.647621142137515, 47.595464041936395], [7.647632968401949, 47.59548260153217], [7.647649494605665, 47.59549943490786]], ""type"": ""LineString""}";1920;-;;;Riehen;;
47.56263878869915, 7.639820707756221;"{""coordinates"": [[7.640171593848972, 47.5628424772526], [7.640147875357277, 47.56254008624373], [7.640142897592673, 47.56252735974359], [7.640135291199088, 47.56251524037414], [7.640121880552515, 47.56250023507257], [7.640104888973678, 47.56248699873923], [7.640084809524819, 47.56247590825575], [7.640062228142388, 47.562467304367985], [7.640044099300714, 47.56246254208612], [7.640025140116002, 47.562459570990164], [7.639999316916554, 47.56245808673903], [7.639973505027778, 47.56245959737412], [7.639948448404137, 47.562464065633655], [7.639924877373654, 47.56247136434272], [7.639903495351057, 47.562481276436245], [7.639290634329105, 47.56287623297237]], ""type"": ""LineString""}";1927;-;;;Riehen;;
47.562835745034086, 7.640347316563097;"{""coordinates"": [[7.640171593848972, 47.5628424772526], [7.64042629323423, 47.56283271840957], [7.640523039402482, 47.56282901608675]], ""type"": ""LineString""}";1928;-;;;Riehen;;
47.57287682630673, 7.615661030244975;"{""coordinates"": [[7.614965385549114, 47.57340473946153], [7.614967836145212, 47.57338620875892], [7.614997830769571, 47.57330539105486], [7.615119112138737, 47.5727174069516], [7.616717561669857, 47.57287328098606], [7.616736213065049, 47.57287489831313]], ""type"": ""LineString""}";600432;-;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.57401026014232, 7.650697982641437;"{""coordinates"": [[7.651152135883547, 47.57411017648922], [7.651062263253245, 47.57417281076676], [7.650892699743759, 47.57430189185085], [7.650873069116107, 47.574311748765375], [7.650852210896512, 47.57432038477285], [7.650830310900361, 47.574327736577914], [7.650807528326817, 47.57433373194023], [7.650784035808988, 47.574338334569816], [7.650760045815555, 47.57434149911053], [7.65073571779708, 47.574343216277775], [7.650711277584526, 47.57434345867869], [7.650686897954813, 47.574342225998485], [7.650662765010983, 47.574339526891784], [7.650639104834468, 47.57433539692163], [7.650616063656917, 47.57432984481577], [7.650593854412084, 47.57432294213617], [7.650572636728813, 47.574314724567394], [7.650552583633313, 47.57430525475087], [7.650526786438453, 47.57428843854839], [7.650503256154606, 47.574270170228615], [7.650482179346804, 47.574250575365056], [7.650463689596579, 47.57422982459598], [7.650447960212726, 47.57420805251264], [7.650435084939943, 47.57418543881929], [7.650425170741183, 47.57416214520881], [7.650418298105391, 47.5741383604029], [7.650419627916175, 47.57408504336788], [7.650427763500209, 47.574032001744655], [7.650442639994256, 47.573979640366126], [7.650464165848416, 47.57392833713146], [7.650492169844425, 47.57387848807119], [7.65052642753396, 47.57383047132453], [7.650566701038412, 47.57378462907956], [7.650627536451391, 47.57371252375207], [7.650697530959031, 47.57364432295228], [7.650776128465949, 47.57358055830549], [7.650862732873025, 47.573521725534796], [7.650935093812393, 47.573480546325996], [7.650956641626886, 47.57346828458281]], ""type"": ""LineString""}";1934;-;;;Riehen;;
47.57393430086987, 7.651244890085027;"{""coordinates"": [[7.651152135883547, 47.57411017648922], [7.651146055033427, 47.57409172354], [7.651142405166181, 47.57407297835318], [7.651141200179254, 47.574054093796384], [7.65114246718857, 47.57403520472548], [7.651146180220588, 47.57401646408074], [7.651152326556275, 47.57399801578418], [7.651160840351493, 47.5739800128485], [7.65117168223535, 47.573962581256744], [7.651184733167331, 47.57394586512489], [7.651199913906472, 47.57392999050858], [7.651217105341411, 47.57391508353629], [7.651236161744913, 47.57390126139143], [7.651256950644658, 47.573888632239395], [7.651279299626309, 47.5738772863313], [7.651303036276063, 47.57386731391832], [7.651327988180619, 47.573858805251554], [7.651353956167181, 47.57385180566283], [7.651380714590515, 47.57384638751355], [7.651408090787266, 47.573842578099985], [7.651435845714861, 47.573840422827146]], ""type"": ""LineString""}";1935;-;;;Riehen;;
47.55230756090697, 7.586117004485087;"{""coordinates"": [[7.58613877541005, 47.55257212703921], [7.586043155441835, 47.55248261632148], [7.585915848915621, 47.552295905167114], [7.586090748618593, 47.55223947312077], [7.586193913270495, 47.55221807235347], [7.58631055987816, 47.552195898939054], [7.586368825031224, 47.5521661996999], [7.586443534968668, 47.55215024001327]], ""type"": ""LineString""}";1938;-;;;Basel;Wege;Gasse/Treppe/sonst. Weg
47.565882304648845, 7.637355429876878;"{""coordinates"": [[7.636790589088562, 47.565905347543236], [7.636790642241632, 47.565905347452734], [7.63681871627329, 47.56590420242258], [7.637885249524768, 47.5658606867115], [7.637920272426614, 47.565859304675705]], ""type"": ""LineString""}";1942;-;;;Riehen;;
